q,count
1531,173004086
1543,155548742
1549,449509993
1553,200283174
1559,177497742
1567,153234844
1571,148884137
1579,141949554
1583,133200949
1597,380327914
1601,134923557
1607,119212933
1609,368957422
1613,140618994
1619,112583755
1621,376479475
1627,114295715
1637,144106507
1657,259627138
1663,106399695
1667,99485294
1669,265487463
1693,222702502
1697,119023518
1699,94129197
1709,112687795
1721,88466496
1723,80019551
1733,90438180
1741,239526866
1747,75768601
1753,182330439
1759,72744765
1777,152189873
1783,58068147
1787,79505724
1789,159598862
1801,155016722
1811,83153129
1823,65624718
1831,57753997
1847,58496506
1861,123457927
1867,48957742
1871,58528450
1873,111226435
1877,78957664
1879,44431883
1889,71425124
1901,59355118
1907,44634780
1913,58902067
1931,47932956
1933,98713381
1949,50873564
1951,40142157
1973,44859556
1979,43351936
1987,37475139
1993,77721926
1997,45385323
1999,32739058
2003,38207177
2011,30707672
2017,82052731
2027,29274096
2029,71227124
2039,31097234
2053,59323495
2063,26845539
2069,36387638
2081,32628389
2083,25050203
2087,22282680
2089,60034186
2099,23194006
2111,19758806
2113,44051272
2129,29082129
2131,23159909
2137,46892825
2141,23868928
2143,19910593
2153,23526131
2161,50899038
2179,19483873
2203,15371169
2207,14656138
2213,20802144
2221,41938653
2237,20701053
2239,15866163
2243,14954149
2251,13818621
2267,12368814
2269,37920851
2273,15435973
2281,32212018
2287,12531639
2293,26219819
2297,16452092
2309,14835347
2311,10676691
2333,11397582
2339,13835263
2341,28922204
2347,10908614
2351,11887661
2357,11617782
2371,8356843
2377,24615013
2381,9483392
2383,7904990
2389,19590833
2393,8040730
2399,10988857
2411,9797931
2417,8858969
2423,8239574
2437,18528560
2441,7130289
2447,6618346
2459,7176268
2467,7326555
2473,14242587
2477,6864696
2503,6266690
2521,16323689
2531,6139525
2539,5796711
2543,5282150
2549,5974063
2551,5004476
2557,12117456
2579,5040573
2591,4639471
2593,11217827
2609,5295025
2617,9971139
2621,4706216
2633,3856700
2647,4957482
2657,3925746
2659,4632188
2663,3685221
2671,3619520
2677,9170655
2683,3656699
2687,2926829
2689,9788840
2693,2859885
2699,3281321
2707,3020977
2711,2828846
2713,7109126
2719,2965975
2729,3350537
2731,2618362
2741,2773282
2749,7566864
2753,2383543
2767,2554995
2777,2267232
2789,2159779
2791,1786368
2797,6349379
2801,1806615
2803,1740864
2819,2541469
2833,5234000
2837,1878883
2843,2290755
2851,1701755
2857,5204048
2861,1310789
2879,1962808
2887,1489920
2897,1378991
2903,1930791
2909,1297790
2917,3948134
2927,1585572
2939,1520046
2953,3694947
2957,1093687
2963,1302566
2969,988806
2971,1132990
2999,1149816
3001,4647514
3011,1230547
3019,1418669
3023,1000503
3037,3013153
3041,799044
3049,3466615
3061,3359772
3067,1168113
3079,1178083
3083,783290
3089,823235
3109,2978579
3119,795379
3121,2483983
3137,666806
3163,958273
3167,709783
3169,2192798
3181,2016713
3187,863800
3191,699886
3203,556365
3209,618883
3217,1494286
3221,513890
3229,1573655
3251,567795
3253,1237127
3257,518041
3259,754705
3271,609138
3299,442713
3301,1456163
3307,538772
3313,883581
3319,567181
3323,417684
3329,457311
3331,431974
3343,451870
3347,385642
3359,326069
3361,1148871
3371,345397
3373,712315
3389,369075
3391,316748
3407,307309
3413,392666
3433,741808
3449,293718
3457,613916
3461,279385
3463,334142
3467,231786
3469,738861
3491,250542
3499,334189
3511,252540
3517,551559
3527,188558
3529,567895
3533,253418
3539,173182
3541,480256
3547,261125
3557,228517
3559,218965
3571,177895
3581,213292
3583,211485
3593,213147
3607,184064
3613,400708
3617,164599
3623,152722
3631,120364
3637,374122
3643,134300
3659,149467
3671,139415
3673,294161
3677,165267
3691,104719
3697,289094
3701,127128
3709,259549
3719,106080
3727,101014
3733,225076
3739,117132
3761,129812
3767,112906
3769,257459
3779,84516
3793,160459
3797,118945
3803,80400
3821,100930
3823,102277
3833,104517
3847,89592
3851,87702
3853,164478
3863,73818
3877,148593
3881,74683
3889,183089
3907,75230
3911,73232
3917,74771
3919,74417
3923,56021
3929,75929
3931,53346
3943,58978
3947,49530
3967,47292
3989,65157
4001,49509
4003,46038
4007,43063
4013,54396
4019,42535
4021,183732
4027,37304
4049,46980
4051,28231
4057,121466
4073,44536
4079,36643
4091,33632
4093,94296
4099,34318
4111,22607
4127,30444
4129,101661
4133,36734
4139,22305
4153,74780
4157,34047
4159,28556
4177,86629
4201,97811
4211,28965
4217,27268
4219,22755
4229,24407
4231,16206
4241,22495
4243,20426
4253,22399
4259,18902
4261,83269
4271,21147
4273,49424
4283,19444
4289,18802
4297,43830
4327,18003
4337,16514
4339,17091
4349,15508
4357,48089
4363,14115
4373,13666
4391,16943
4397,12311
4409,11346
4421,10192
4423,11970
4441,56531
4447,11094
4451,14579
4457,8125
4463,13893
4481,8093
4483,9020
4493,7806
4507,8605
4513,31022
4517,6330
4519,8205
4523,12104
4547,11019
4549,34860
4561,41974
4567,6220
4583,9738
4591,6008
4597,26983
4603,6133
4621,34326
4637,5232
4639,5243
4643,7796
4649,5033
4651,3559
4657,21890
4663,4462
4673,4961
4679,7199
4691,7530
4703,6126
4721,4093
4723,3560
4729,25731
4733,3983
4751,6031
4759,3533
4783,2902
4787,4998
4789,21577
4793,3292
4799,4242
4801,16845
4813,14064
4817,2826
4831,2503
4861,16003
4871,3826
4877,2295
4889,2836
4903,2023
4909,14595
4919,3560
4931,3176
4933,8362
4937,2073
4943,2945
4951,2030
4957,9805
4967,3131
4969,8329
4973,2257
4987,1799
4993,6553
4999,2078
5003,2507
5009,1942
5011,1515
5021,1766
5023,1540
5039,1960
5051,1826
5059,1346
5077,6662
5081,1561
5087,2156
5099,1539
5101,7902
5107,1342
5113,5278
5119,1180
5147,1620
5153,1293
5167,900
5171,1351
5179,911
5189,1219
5197,4833
5209,6002
5227,779
5231,1154
5233,3887
5237,941
5261,1037
5273,975
5279,1078
5281,4878
5297,661
5303,958
5309,779
5323,596
5333,729
5347,638
5351,833
5381,543
5387,833
5393,518
5399,646
5407,469
5413,2820
5417,397
5419,543
5431,434
5437,3434
5441,422
5443,388
5449,3126
5471,588
5477,380
5479,356
5483,572
5501,334
5503,311
5507,600
5519,385
5521,3072
5527,301
5531,394
5557,1738
5563,252
5569,2515
5573,287
5581,2427
5591,358
5623,239
5639,313
5641,1670
5647,184
5651,245
5653,1094
5657,267
5659,190
5669,315
5683,173
5689,1497
5693,224
5701,1475
5711,236
5717,184
5737,1089
5741,194
5743,112
5749,1151
5779,168
5783,264
5791,149
5801,178
5807,231
5813,142
5821,998
5827,100
5839,112
5843,220
5849,160
5851,120
5857,725
5861,114
5867,222
5869,750
5879,136
5881,788
5897,101
5903,156
5923,90
5927,150
5939,131
5953,473
5981,90
5987,92
6007,73
6011,104
6029,114
6037,415
6043,70
6047,90
6053,92
6067,55
6073,431
6079,45
6089,93
6091,51
6101,48
6113,68
6121,451
6131,59
6133,354
6143,65
6151,41
6163,24
6173,45
6197,42
6199,47
6203,67
6211,28
6217,293
6221,33
6229,362
6247,25
6257,50
6263,48
6269,35
6271,37
6277,274
6287,54
6299,40
6301,318
6311,37
6317,28
6323,32
6329,31
6337,192
6343,16
6353,34
6359,49
6361,257
6367,28
6373,128
6379,15
6389,25
6397,109
6421,209
6427,17
6449,19
6451,17
6469,180
6473,16
6481,99
6491,23
6521,13
6529,113
6547,20
6551,21
6553,105
6563,16
6569,24
6571,14
6577,91
6581,15
6599,20
6607,8
6619,9
6637,83
6653,16
6659,25
6661,78
6673,68
6679,9
6689,8
6691,9
6701,6
6703,4
6709,54
6719,16
6733,35
6737,5
6761,6
6763,4
6779,16
6781,57
6791,10
6793,31
6803,9
6823,9
6827,18
6829,43
6833,6
6841,37
6857,7
6863,15
6869,7
6871,9
6883,9
6899,10
6907,3
6911,5
6917,1
6947,15
6949,30
6959,5
6961,30
6967,6
6971,3
6977,5
6983,5
6991,5
6997,30
7001,5
7013,6
7019,3
7027,3
7039,4
7043,2
7057,13
7069,22
7079,7
7103,3
7109,7
7121,4
7127,9
7129,23
7151,3
7159,5
7177,15
7187,4
7193,4
7207,3
7211,2
7213,4
7219,2
7229,5
7237,8
7243,1
7247,1
7253,4
7283,4
7297,8
7307,2
7309,16
7321,9
7333,9
7351,2
7369,7
7393,7
7411,1
7417,5
7433,1
7451,1
7457,4
7459,4
7477,5
7487,3
7489,8
7507,1
7517,1
7523,1
7537,7
7541,1
7547,1
7549,3
7559,1
7561,2
7573,5
7577,1
7583,2
7589,1
7591,4
7603,2
7607,1
7621,4
7639,2
7669,3
7673,1
7681,5
7717,1
7753,1
7789,5
7793,3
7867,1
7873,4
7927,1
7933,1
7963,1
8017,1
8053,2
8059,1
8161,2
8209,1
8233,1
8243,1
8329,1
8461,1
8597,1
8677,1
8779,1
8821,1
8969,1
9157,1
