q,count
2423,131025
2437,330149
2441,111937
2447,102411
2459,113570
2467,115116
2473,244611
2477,107137
2503,96233
2521,286210
2531,94216
2539,88516
2543,79995
2549,91032
2551,75081
2557,204519
2579,75834
2591,68995
2593,187861
2609,79142
2617,165142
2621,70004
2633,55734
2647,74494
2657,56911
2659,68012
2663,52843
2671,51767
2677,150264
2683,52549
2687,40420
2689,161803
2693,39553
2699,46590
2707,42305
2711,39375
2713,112436
2719,41799
2729,47787
2731,36343
2741,38707
2749,121491
2753,32351
2767,35078
2777,30901
2789,29122
2791,23561
2797,99610
2801,24014
2803,22774
2819,34542
2833,80026
2837,24849
2843,30839
2851,22251
2857,79189
2861,16545
2879,26093
2887,19059
2897,17341
2903,25743
2909,16300
2917,58276
2927,20322
2939,19400
2953,54159
2957,13443
2963,16339
2969,11841
2971,14125
2999,14271
3001,70378
3011,15550
3019,18220
3023,12043
3037,42858
3041,9341
3049,50414
3061,48462
3067,14469
3079,14615
3083,9191
3089,9694
3109,42729
3119,9211
3121,34624
3137,7726
3163,11538
3167,8450
3169,29897
3181,26916
3187,10339
3191,8237
3203,6335
3209,7078
3217,19440
3221,5822
3229,20764
3251,6542
3253,15435
3257,5937
3259,8755
3271,6806
3299,4846
3301,18896
3307,6083
3313,10525
3319,6484
3323,4525
3329,4995
3331,4771
3343,4942
3347,4092
3359,3453
3361,14448
3371,3684
3373,8464
3389,3868
3391,3362
3407,3197
3413,4216
3433,8766
3449,2982
3457,7054
3461,2916
3463,3615
3467,2389
3469,8891
3491,2555
3499,3451
3511,2593
3517,6490
3527,1827
3529,6481
3533,2606
3539,1708
3541,5371
3547,2692
3557,2299
3559,2223
3571,1757
3581,2065
3583,2128
3593,2115
3607,1812
3613,4320
3617,1576
3623,1496
3631,1212
3637,4204
3643,1301
3659,1391
3671,1269
3673,3072
3677,1555
3691,973
3697,3057
3701,1277
3709,2639
3719,961
3727,935
3733,2362
3739,1134
3761,1181
3767,1090
3769,2725
3779,722
3793,1535
3797,1142
3803,661
3821,873
3823,950
3833,983
3847,778
3851,785
3853,1568
3863,643
3877,1440
3881,653
3889,1905
3907,694
3911,606
3917,654
3919,646
3923,480
3929,617
3931,440
3943,545
3947,425
3967,391
3989,511
4001,413
4003,346
4007,361
4013,462
4019,329
4021,1811
4027,281
4049,390
4051,218
4057,1185
4073,395
4079,308
4091,254
4093,873
4099,268
4111,137
4127,219
4129,890
4133,278
4139,166
4153,682
4157,263
4159,214
4177,814
4201,901
4211,236
4217,211
4219,167
4229,180
4231,110
4241,162
4243,156
4253,182
4259,139
4261,752
4271,179
4273,429
4283,145
4289,128
4297,374
4327,126
4337,119
4339,119
4349,113
4357,435
4363,87
4373,86
4391,129
4397,91
4409,83
4421,66
4423,91
4441,468
4447,75
4451,103
4457,54
4463,95
4481,44
4483,61
4493,37
4507,63
4513,244
4517,45
4519,57
4523,103
4547,74
4549,273
4561,304
4567,37
4583,55
4591,26
4597,190
4603,41
4621,277
4637,28
4639,23
4643,57
4649,24
4651,20
4657,170
4663,28
4673,24
4679,51
4691,52
4703,44
4721,24
4723,24
4729,203
4733,21
4751,34
4759,25
4783,12
4787,36
4789,159
4793,20
4799,33
4801,111
4813,107
4817,20
4831,12
4861,118
4871,24
4877,13
4889,13
4903,14
4909,97
4919,22
4931,19
4933,54
4937,15
4943,14
4951,12
4957,58
4967,13
4969,57
4973,12
4987,11
4993,34
4999,9
5003,22
5009,11
5011,4
5021,12
5023,8
5039,10
5051,7
5059,9
5077,44
5081,7
5087,10
5099,9
5101,44
5107,2
5113,38
5119,6
5147,12
5153,6
5167,7
5171,12
5179,5
5189,7
5197,34
5209,48
5227,10
5231,6
5233,12
5237,5
5261,6
5273,4
5279,7
5281,29
5297,2
5303,3
5309,1
5323,2
5333,6
5347,5
5351,2
5381,3
5387,7
5393,4
5399,4
5407,1
5413,11
5417,2
5419,2
5431,4
5437,22
5441,1
5443,3
5449,17
5471,2
5477,1
5483,5
5501,3
5503,1
5507,4
5521,28
5527,4
5531,6
5557,10
5563,4
5569,15
5573,1
5581,15
5591,2
5623,1
5639,1
5641,10
5651,2
5653,6
5657,1
5659,1
5689,6
5693,2
5701,11
5737,9
5741,1
5749,6
5779,2
5783,2
5791,1
5801,2
5807,2
5813,1
5821,5
5849,1
5857,5
5869,4
5881,6
5897,1
5953,1
6037,2
6067,1
6073,1
6091,1
6113,1
6121,1
6133,2
6203,1
6217,1
6229,3
6247,1
6277,2
6287,1
6301,2
6329,1
6337,1
6361,1
6373,1
6389,1
6397,1
6421,1
6469,1
6481,1
6529,2
6619,1
6841,2
7129,1
